brand,model,year,mileage,fuelType,transmission,condition,location,price
Hyundai,Elantra AD,2018,124891,Petrol,Automatic,very_used,Aswan,526418.12
BMW,X1,2018,168467,Petrol,Automatic,very_used,Cairo,1943017.82
Kia,Sportage,2016,171182,Petrol,Automatic,very_used,Cairo,925226.24
Toyota,Corolla,2013,139211,Petrol,Manual,used,Alexandria,616038.08
Mercedes,E200,2004,300000,Petrol,Manual,used,Giza,1394451.43
Hyundai,Tucson,2002,300000,Petrol,Manual,used,Cairo,388909.84
BMW,320i,2005,262009,Petrol,Automatic,very_used,Giza,728391.0
Chevrolet,Captiva,2008,300000,Petrol,Manual,very_used,Sharqia,346609.77
Honda,Accord,2019,119960,Petrol,Automatic,used,Cairo,1646443.75
Chevrolet,Captiva,2016,205679,Petrol,Automatic,used,Giza,759290.49
Chevrolet,Optra,2009,300000,Petrol,Automatic,very_used,Gharbia,158131.83
Honda,CR-V,2021,104361,Petrol,Automatic,used,Alexandria,2214083.45
Toyota,Camry,2014,187050,Hybrid,Automatic,very_used,Alexandria,1103958.34
Hyundai,Accent RB,2020,112053,Petrol,Automatic,used,Giza,560163.25
Hyundai,Tucson,2010,250490,Petrol,Manual,very_used,Cairo,545345.75
Chevrolet,Optra,2023,18741,Hybrid,Automatic,used,Cairo,671163.91
BMW,320i,2011,190078,Petrol,Manual,used,Sharqia,1196585.34
Nissan,Sunny,2015,159631,Petrol,Automatic,used,Giza,382752.03
Nissan,X-Trail,2020,80746,Petrol,Manual,new,Alexandria,1802399.29
Audi,A4,2009,300000,Petrol,Manual,used,Alexandria,1135606.52
Toyota,Camry,2014,155257,Petrol,Manual,very_used,Suez,998313.16
Hyundai,Accent RB,2001,300000,Petrol,Manual,new,Cairo,155425.0
Hyundai,Elantra AD,2015,171707,Petrol,Automatic,used,Qalyubia,540713.17
Hyundai,Accent RB,2005,300000,Petrol,Manual,used,Cairo,170981.42
Hyundai,Elantra AD,2012,204165,Diesel,Automatic,very_used,Luxor,353800.17
Toyota,Yaris,2016,207802,Diesel,Automatic,very_used,Giza,478084.83
Hyundai,Elantra AD,2006,300000,Petrol,Manual,very_used,Giza,226529.45
BMW,320i,1996,300000,Petrol,Automatic,very_used,Giza,421020.67
Toyota,Fortuner,2019,77383,Petrol,Automatic,used,Giza,2487628.56
Nissan,Sunny,2019,130208,Diesel,Manual,used,Sharqia,458942.64
Skoda,Kamiq,1998,300000,Petrol,Automatic,very_used,Assiut,237308.12
Toyota,Corolla,2020,105360,Hybrid,Automatic,used,Suez,1046086.68
Nissan,Sunny,2013,300000,Diesel,Automatic,very_used,Cairo,232968.12
Kia,Rio,2000,300000,Petrol,Manual,used,Cairo,153709.54
Hyundai,Accent RB,2013,212694,Petrol,Manual,very_used,Giza,266266.89
MG,MG 5,2015,161585,Diesel,Manual,very_used,Monufia,405197.72
Toyota,Fortuner,2013,208507,Petrol,Automatic,used,Giza,1470874.27
MG,ZS,2021,92063,Petrol,Automatic,used,Giza,1071832.34
Kia,Rio,2021,83501,Hybrid,Automatic,used,Alexandria,735832.43
Toyota,Fortuner,2006,273760,Petrol,Automatic,used,Cairo,920283.51
Skoda,Octavia,2019,109554,Petrol,Automatic,very_used,Giza,952656.42
Nissan,Sunny,2003,208255,Petrol,Manual,very_used,Cairo,161599.74
Nissan,Sunny,2010,249431,Petrol,Manual,used,Monufia,238339.01
Hyundai,Elantra AD,2013,214736,Hybrid,Automatic,used,Monufia,482582.22
Nissan,Sunny,2005,300000,Petrol,Manual,used,Assiut,160905.27
Mercedes,C180,2008,297144,Petrol,Automatic,very_used,Suez,915658.01
Nissan,X-Trail,2016,195434,Petrol,Automatic,used,Qalyubia,1075114.4
Honda,CR-V,2006,300000,Petrol,Automatic,used,Giza,739264.26
Chevrolet,Optra,2007,175403,Petrol,Manual,very_used,Alexandria,180571.99
Skoda,Kodiaq,2019,103009,Petrol,Manual,used,Sharqia,1733133.5
Toyota,Fortuner,2020,63791,Petrol,Manual,used,Cairo,2546506.08
Toyota,Corolla,2008,279484,Diesel,Manual,used,Gharbia,343729.61
Hyundai,Elantra AD,2004,300000,Diesel,Automatic,very_used,Qalyubia,203150.01
MG,MG 5,2018,124943,Petrol,Manual,used,Cairo,578345.25
Honda,Civic,2016,142530,Petrol,Automatic,used,Aswan,857720.34
Honda,CR-V,2020,118816,Petrol,Automatic,used,Luxor,2080794.28
Hyundai,Tucson,2002,300000,Diesel,Manual,used,Cairo,390485.07
Hyundai,Tucson,2010,263756,Petrol,Manual,very_used,Alexandria,508398.06
Chevrolet,Captiva,2004,300000,Petrol,Automatic,used,Gharbia,335691.97
Skoda,Octavia,2006,300000,Petrol,Automatic,used,Dakahlia,375472.96
Kia,Sportage,2008,267292,Petrol,Automatic,used,Giza,561557.11
Kia,Rio,2015,161562,Petrol,Manual,used,Cairo,447797.24
MG,MG 5,2014,193646,Petrol,Automatic,used,Sharqia,409307.64
Toyota,Fortuner,2021,40895,Petrol,Automatic,used,Alexandria,2716583.3
Toyota,Camry,2020,54796,Petrol,Manual,used,Giza,1849897.74
Kia,Cerato,2021,87453,Diesel,Automatic,used,Cairo,885086.64
Nissan,Qashqai,2007,211074,Petrol,Manual,very_used,Sharqia,432342.93
Kia,Sportage,2011,205047,Petrol,Manual,used,Qalyubia,771244.66
Skoda,Kodiaq,2010,300000,Petrol,Automatic,used,Alexandria,797913.95
Honda,CR-V,2018,140443,Petrol,Automatic,very_used,Alexandria,1516743.8
Skoda,Octavia,2011,265749,Petrol,Manual,used,Cairo,542101.23
Nissan,Qashqai,2009,279657,Petrol,Manual,very_used,Giza,419264.71
Toyota,Camry,2009,300000,Petrol,Automatic,very_used,Qalyubia,595239.44
MG,ZS,2010,283880,Petrol,Manual,very_used,Alexandria,316653.84
Toyota,Camry,2010,275883,Petrol,Automatic,very_used,Cairo,668902.47
Mercedes,E200,2012,251020,Petrol,Automatic,very_used,Suez,1886633.02
MG,ZS,2006,300000,Petrol,Manual,very_used,Alexandria,264919.1
Nissan,X-Trail,2018,118931,Petrol,Automatic,used,Assiut,1382025.61
Mercedes,C180,2017,85654,Petrol,Automatic,very_used,Ismailia,2035616.35
Mercedes,E200,2009,236550,Petrol,Automatic,very_used,Dakahlia,1795865.14
Nissan,X-Trail,2010,201117,Diesel,Automatic,very_used,Cairo,692458.43
Skoda,Octavia,2015,149711,Diesel,Automatic,very_used,Sharqia,706857.34
MG,RX5,2012,300000,Petrol,Automatic,very_used,Ismailia,452977.77
Mercedes,C180,2020,121681,Petrol,Automatic,used,Ismailia,2782709.98
Kia,Sportage,2015,147049,Petrol,Automatic,very_used,Alexandria,847684.78
Nissan,X-Trail,2010,289728,Petrol,Manual,used,Dakahlia,640143.23
Toyota,Corolla,2015,177410,Petrol,Automatic,very_used,Dakahlia,541315.52
Mercedes,E200,2010,235096,Petrol,Automatic,very_used,Alexandria,1781030.72
Skoda,Octavia,2011,210325,Petrol,Automatic,used,Qalyubia,568372.98
MG,ZS,2022,18665,Hybrid,Automatic,new,Alexandria,1424901.65
Hyundai,Elantra AD,2016,143460,Petrol,Manual,used,Sharqia,596235.01
Kia,Sportage,2011,248520,Petrol,Manual,used,Cairo,712694.35
Nissan,Sunny,2001,300000,Petrol,Automatic,used,Aswan,136627.1
Skoda,Kamiq,2007,300000,Petrol,Manual,very_used,Suez,362387.98
Nissan,Sunny,2017,139724,Petrol,Automatic,very_used,Ismailia,365830.67
Toyota,Yaris,2018,111465,Petrol,Manual,very_used,Dakahlia,604089.47
Nissan,Qashqai,2013,220615,Petrol,Automatic,very_used,Cairo,604045.49
Toyota,Yaris,2019,81065,Petrol,Manual,used,Aswan,732682.85
Honda,CR-V,2016,161203,Petrol,Automatic,used,Giza,1624229.96
Kia,Rio,1999,144721,Petrol,Automatic,very_used,Monufia,175610.29
Honda,Accord,1999,300000,Petrol,Manual,very_used,Cairo,337295.18
Hyundai,Elantra AD,2009,124327,Petrol,Automatic,used,Giza,446818.83
Audi,Q3,2022,87351,Petrol,Automatic,used,Cairo,3697450.69
Honda,CR-V,2019,94345,Petrol,Automatic,very_used,Dakahlia,1758090.32
Chevrolet,Captiva,2001,300000,Petrol,Automatic,used,Dakahlia,282775.19
BMW,X3,2024,18279,Petrol,Automatic,very_used,Cairo,4796402.05
BMW,320i,2002,300000,Petrol,Manual,very_used,Alexandria,560535.05
Toyota,Camry,2011,258096,Petrol,Manual,used,Cairo,894810.68
Honda,Accord,2004,300000,Hybrid,Manual,very_used,Dakahlia,475456.7
Hyundai,Tucson,2017,133938,Petrol,Automatic,used,Dakahlia,1082613.23
Kia,Rio,2002,300000,Petrol,Manual,very_used,Dakahlia,147913.42
Skoda,Octavia,2015,162687,Petrol,Automatic,very_used,Cairo,706160.73
Toyota,Corolla,1997,300000,Petrol,Manual,new,Alexandria,223273.86
Mercedes,GLC 200,2016,121192,Diesel,Automatic,used,Monufia,4025592.96
Nissan,X-Trail,2019,127933,Petrol,Automatic,used,Cairo,1474977.47
Chevrolet,Captiva,2018,140155,Petrol,Automatic,very_used,Assiut,770432.14
Kia,Sportage,2015,198774,Diesel,Automatic,very_used,Cairo,856878.08
MG,RX5,2004,300000,Petrol,Automatic,used,Giza,380184.76
Nissan,X-Trail,2015,169950,Petrol,Manual,very_used,Sharqia,876670.09
Toyota,Corolla,2020,59057,Hybrid,Automatic,used,Alexandria,1138561.04
Nissan,X-Trail,1999,300000,Petrol,Automatic,very_used,Qalyubia,328580.31
BMW,X1,2012,285061,Diesel,Automatic,very_used,Cairo,1115868.24
Toyota,Fortuner,2019,106531,Petrol,Automatic,used,Aswan,2262604.02
Hyundai,Accent RB,2006,295934,Petrol,Manual,used,Alexandria,174427.64
Kia,Rio,2014,254089,Petrol,Manual,used,Sharqia,348219.58
Toyota,Camry,2019,72409,Diesel,Automatic,very_used,Cairo,1628285.01
Mercedes,GLC 200,2011,219629,Petrol,Automatic,very_used,Cairo,2138107.22
Toyota,Yaris,2020,61566,Diesel,Manual,used,Giza,922053.03
Chevrolet,Optra,2019,123146,Petrol,Automatic,used,Cairo,434754.78
Honda,CR-V,2025,9316,Hybrid,Automatic,new,Suez,3759766.59
Hyundai,Accent RB,2007,300000,Petrol,Manual,used,Giza,189898.48
Skoda,Kodiaq,2021,92381,Petrol,Automatic,used,Gharbia,1967525.17
MG,ZS,2019,79142,Petrol,Automatic,used,Cairo,942514.64
Honda,Accord,2016,156575,Petrol,Manual,used,Gharbia,1306980.97
Honda,Civic,2020,109011,Hybrid,Automatic,used,Qalyubia,1261222.03
Kia,Rio,2002,300000,Diesel,Manual,very_used,Cairo,148816.91
MG,MG 5,2007,300000,Petrol,Manual,very_used,Giza,204727.16
Toyota,Corolla,2013,179721,Diesel,Automatic,very_used,Giza,510881.02
Chevrolet,Optra,2005,300000,Diesel,Automatic,used,Giza,158071.8
Hyundai,Elantra AD,2005,300000,Hybrid,Manual,very_used,Cairo,225128.05
Honda,CR-V,2016,124358,Petrol,Automatic,very_used,Sharqia,1396055.47
Kia,Rio,2004,297417,Petrol,Automatic,very_used,Ismailia,162119.85
Skoda,Octavia,2016,146573,Petrol,Automatic,very_used,Gharbia,741700.68
Hyundai,Tucson,2010,251090,Petrol,Automatic,very_used,Gharbia,509232.44
BMW,320i,2020,89193,Petrol,Automatic,used,Cairo,2403424.9
MG,MG 5,2019,137441,Petrol,Manual,very_used,Ismailia,510860.42
Chevrolet,Captiva,2020,74564,Petrol,Automatic,used,Sharqia,1155527.33
Toyota,Fortuner,2001,300000,Petrol,Automatic,very_used,Sharqia,549049.33
Nissan,X-Trail,2014,218318,Petrol,Manual,used,Gharbia,959047.12
Skoda,Kamiq,2015,198818,Petrol,Automatic,very_used,Cairo,746891.88
MG,MG 5,2018,135380,Hybrid,Manual,used,Assiut,614383.52
Chevrolet,Aveo,2014,131423,Petrol,Manual,very_used,Cairo,257438.66
Honda,Civic,2005,297995,Petrol,Automatic,used,Giza,377978.12
Hyundai,Accent RB,2020,87225,Hybrid,Automatic,used,Giza,602435.79
Kia,Rio,2013,217110,Petrol,Manual,used,Giza,378628.66
Chevrolet,Captiva,2014,157870,Petrol,Automatic,used,Alexandria,736701.53
Hyundai,Elantra AD,2006,300000,Petrol,Automatic,used,Luxor,263436.66
Hyundai,Elantra AD,2019,90190,Petrol,Automatic,very_used,Giza,609995.91
Hyundai,Accent RB,2019,121660,Petrol,Automatic,used,Giza,492699.14
Hyundai,Elantra AD,2004,300000,Petrol,Automatic,used,Cairo,240269.2
Kia,Cerato,2015,278186,Petrol,Automatic,used,Gharbia,458310.15
Nissan,Qashqai,1996,300000,Petrol,Manual,used,Cairo,254934.22
Nissan,X-Trail,2020,87271,Petrol,Automatic,used,Suez,1697507.72
Hyundai,Accent RB,2016,101223,Petrol,Manual,used,Assiut,432751.82
Skoda,Kamiq,2011,224295,Diesel,Automatic,very_used,Cairo,550046.37
Toyota,Fortuner,2020,85790,Petrol,Automatic,used,Gharbia,2483799.84
Hyundai,Tucson,1999,300000,Diesel,Automatic,very_used,Giza,285743.38
Kia,Rio,2017,101719,Petrol,Manual,very_used,Qalyubia,470479.15
Skoda,Octavia,2010,274123,Petrol,Automatic,used,Alexandria,512781.36
MG,RX5,2016,124291,Petrol,Automatic,very_used,Cairo,801434.32
Skoda,Kamiq,2010,187271,Diesel,Manual,used,Monufia,657675.36
Hyundai,Accent RB,2012,271629,Diesel,Automatic,very_used,Alexandria,234308.84
MG,ZS,2017,84375,Petrol,Automatic,used,Giza,859044.96
Chevrolet,Captiva,2012,260229,Petrol,Manual,used,Cairo,518094.61
Hyundai,Elantra AD,2017,132082,Hybrid,Automatic,very_used,Cairo,606468.64
Chevrolet,Aveo,2017,168614,Petrol,Manual,used,Aswan,295482.14
Toyota,Camry,2005,234535,Petrol,Automatic,very_used,Alexandria,592446.44
BMW,320i,2016,177098,Petrol,Automatic,used,Cairo,1817221.11
Honda,Accord,2021,120291,Hybrid,Automatic,used,Gharbia,1838004.17
Honda,CR-V,2021,73765,Petrol,Automatic,used,Gharbia,2299171.06
Hyundai,Accent RB,2024,2333,Petrol,Automatic,new,Giza,906595.32
Kia,Sportage,2015,159663,Petrol,Automatic,very_used,Cairo,878059.91
Honda,CR-V,2002,236861,Petrol,Manual,very_used,Alexandria,563160.96
BMW,X3,2017,112386,Petrol,Automatic,very_used,Gharbia,2881887.75
Nissan,Sunny,2020,60406,Petrol,Automatic,used,Cairo,592735.92
Chevrolet,Captiva,2021,101909,Petrol,Automatic,used,Sharqia,1175485.63
Hyundai,Tucson,2021,54210,Petrol,Automatic,used,Giza,1579110.11
Nissan,X-Trail,2006,285461,Petrol,Automatic,very_used,Dakahlia,465256.88
BMW,X1,2007,300000,Petrol,Automatic,used,Cairo,947576.04
Honda,CR-V,1998,300000,Petrol,Manual,very_used,Cairo,394293.03
Kia,Cerato,2021,78348,Petrol,Automatic,used,Gharbia,841664.03
Nissan,Qashqai,2014,116660,Petrol,Automatic,used,Cairo,922452.79
Hyundai,Elantra AD,2016,165370,Petrol,Manual,very_used,Alexandria,446353.68
Chevrolet,Captiva,2001,300000,Petrol,Automatic,new,Sharqia,311528.46
Chevrolet,Optra,2012,176958,Petrol,Manual,used,Alexandria,257553.11
Hyundai,Tucson,2016,132065,Petrol,Automatic,used,Gharbia,1073948.18
Chevrolet,Captiva,2022,39384,Petrol,Automatic,used,Cairo,1398824.76
Hyundai,Tucson,2019,108996,Petrol,Automatic,used,Cairo,1364685.19
MG,RX5,2022,43995,Hybrid,Manual,used,Giza,1604840.72
Hyundai,Elantra AD,2014,162579,Petrol,Automatic,used,Cairo,504532.06
Skoda,Octavia,2012,290479,Hybrid,Automatic,used,Alexandria,581816.66
Chevrolet,Aveo,2018,74292,Petrol,Automatic,very_used,Cairo,343253.74
Toyota,Fortuner,2007,298383,Diesel,Manual,very_used,Ismailia,730041.74
Chevrolet,Captiva,2011,300000,Petrol,Automatic,used,Cairo,510531.01
Hyundai,Elantra AD,2018,142597,Diesel,Manual,very_used,Cairo,553721.01
MG,RX5,2009,211642,Petrol,Automatic,used,Sharqia,568983.15
Chevrolet,Optra,2018,89443,Petrol,Automatic,very_used,Cairo,378862.35
Chevrolet,Captiva,2013,201500,Diesel,Manual,very_used,Gharbia,525207.51
Hyundai,Elantra AD,2006,263961,Petrol,Automatic,very_used,Cairo,239750.58
MG,RX5,2018,86738,Petrol,Automatic,very_used,Giza,969127.21
BMW,520i,2006,300000,Diesel,Manual,very_used,Qalyubia,953592.85
Toyota,Yaris,2004,300000,Petrol,Automatic,used,Monufia,255471.38
Kia,Sportage,2015,167766,Diesel,Automatic,very_used,Sharqia,863498.68
Audi,A3,2013,222394,Petrol,Automatic,used,Cairo,1279115.98
BMW,X3,2023,37490,Petrol,Automatic,new,Alexandria,5646343.09
Toyota,Fortuner,2010,215295,Petrol,Automatic,very_used,Giza,1054470.32
MG,ZS,2018,108178,Petrol,Automatic,used,Cairo,873364.3
Chevrolet,Aveo,2005,300000,Diesel,Manual,very_used,Ismailia,111728.58
Chevrolet,Captiva,2003,274873,Petrol,Manual,very_used,Assiut,275263.27
Toyota,Yaris,2006,300000,Hybrid,Manual,used,Giza,299538.74
Mercedes,E200,2005,300000,Petrol,Automatic,very_used,Giza,1294272.8
Toyota,Yaris,2001,300000,Diesel,Manual,very_used,Alexandria,174260.37
Chevrolet,Aveo,2004,300000,Petrol,Automatic,used,Sharqia,134172.23
Nissan,Qashqai,2013,142886,Petrol,Automatic,very_used,Alexandria,642106.18
BMW,520i,2019,99027,Petrol,Automatic,used,Sharqia,3226717.84
Nissan,Sunny,2009,278591,Petrol,Manual,very_used,Gharbia,174083.7
Mercedes,C180,2009,263031,Petrol,Automatic,very_used,Cairo,1004988.8
Kia,Sportage,2008,212323,Petrol,Automatic,used,Giza,652774.34
Skoda,Octavia,2002,300000,Petrol,Automatic,very_used,Assiut,257679.77
Honda,Civic,2008,267568,Petrol,Automatic,used,Cairo,513439.67
Toyota,Fortuner,2011,260458,Petrol,Automatic,used,Gharbia,1103527.04
Skoda,Kodiaq,2010,268954,Petrol,Automatic,very_used,Cairo,704454.61
Hyundai,Elantra AD,2019,115796,Hybrid,Manual,very_used,Cairo,663299.17
Hyundai,Elantra AD,2015,152630,Petrol,Manual,very_used,Dakahlia,442664.53
Honda,Civic,2018,132650,Petrol,Automatic,very_used,Alexandria,836825.07
MG,MG 5,2022,49888,Hybrid,Automatic,new,Qalyubia,987993.37
Kia,Cerato,2014,173445,Petrol,Automatic,very_used,Cairo,459209.35
Chevrolet,Aveo,2019,105327,Petrol,Manual,very_used,Suez,340553.0
MG,ZS,2014,147441,Petrol,Automatic,used,Monufia,637744.76
MG,RX5,2016,174735,Petrol,Manual,very_used,Alexandria,721822.06
BMW,520i,1999,300000,Petrol,Manual,used,Gharbia,821397.66
Nissan,Sunny,2020,29986,Petrol,Automatic,used,Alexandria,608364.38
Toyota,Yaris,2012,222250,Petrol,Automatic,very_used,Sharqia,381672.62
Honda,CR-V,2011,246446,Petrol,Automatic,used,Cairo,1075796.76
Toyota,Corolla,2005,300000,Petrol,Manual,very_used,Cairo,255701.91
Hyundai,Accent RB,2014,173916,Petrol,Automatic,used,Giza,380338.46
Chevrolet,Captiva,2019,100130,Petrol,Automatic,used,Giza,1101734.61
Skoda,Kodiaq,2008,300000,Petrol,Manual,very_used,Suez,554616.4
Chevrolet,Captiva,2020,44936,Petrol,Automatic,used,Cairo,1185846.89
Hyundai,Elantra AD,2016,137806,Petrol,Automatic,used,Alexandria,614044.11
Hyundai,Elantra AD,2005,300000,Petrol,Automatic,very_used,Sharqia,217703.12
Nissan,Qashqai,2002,300000,Diesel,Manual,used,Gharbia,336825.78
MG,MG 5,2003,300000,Diesel,Manual,very_used,Cairo,173265.84
Toyota,Camry,2003,300000,Petrol,Manual,very_used,Alexandria,441848.9
Hyundai,Accent RB,2006,285741,Petrol,Automatic,very_used,Cairo,160250.66
Hyundai,Accent RB,2018,120990,Petrol,Automatic,very_used,Giza,392443.18
Kia,Sportage,2016,159047,Hybrid,Automatic,very_used,Cairo,1004872.24
Hyundai,Accent RB,2019,114760,Diesel,Automatic,used,Luxor,521175.63
Nissan,X-Trail,2013,239443,Petrol,Automatic,used,Dakahlia,855840.1
Kia,Sportage,2011,253355,Petrol,Automatic,used,Cairo,686070.37
Toyota,Camry,2001,300000,Petrol,Automatic,used,Sharqia,495922.72
Toyota,Fortuner,2016,163538,Petrol,Automatic,used,Qalyubia,1689430.13
Kia,Cerato,2018,83429,Petrol,Automatic,very_used,Alexandria,637695.61
Chevrolet,Aveo,2018,140734,Petrol,Automatic,used,Giza,376128.77
Skoda,Octavia,2013,274779,Petrol,Manual,very_used,Alexandria,474985.68
Kia,Rio,2014,150696,Petrol,Automatic,very_used,Monufia,357515.63
Kia,Cerato,2020,57722,Diesel,Automatic,very_used,Giza,761861.34
BMW,520i,2015,121677,Petrol,Manual,used,Dakahlia,2533063.9
Chevrolet,Optra,2005,255488,Diesel,Manual,used,Qalyubia,165412.17
Toyota,Yaris,2005,300000,Petrol,Manual,used,Sharqia,269744.79
Hyundai,Elantra AD,2019,91489,Petrol,Manual,used,Qalyubia,688005.68
Hyundai,Tucson,2019,148971,Diesel,Manual,used,Cairo,1203736.88
Nissan,X-Trail,2019,60658,Petrol,Automatic,used,Cairo,1661240.61
Nissan,X-Trail,2014,184590,Petrol,Manual,used,Monufia,1006195.62
Audi,A3,2003,300000,Petrol,Automatic,very_used,Cairo,562387.66
Chevrolet,Optra,2022,65004,Petrol,Automatic,used,Giza,575790.43
Honda,CR-V,2008,259737,Petrol,Automatic,very_used,Alexandria,697961.06
Honda,Civic,2020,71917,Hybrid,Automatic,used,Giza,1399044.95
Hyundai,Accent RB,2008,300000,Petrol,Automatic,used,Cairo,220119.25
Honda,Civic,2020,103537,Petrol,Automatic,used,Monufia,1120664.53
MG,MG 5,2016,182236,Petrol,Automatic,used,Sharqia,460866.9
Chevrolet,Optra,2021,78703,Petrol,Automatic,very_used,Giza,457336.66
BMW,520i,2017,109394,Petrol,Automatic,very_used,Giza,2679100.02
Honda,Civic,2019,105705,Petrol,Automatic,used,Aswan,1065723.37
Kia,Cerato,2007,287445,Petrol,Manual,very_used,Giza,249701.61
Kia,Sportage,2019,97312,Petrol,Automatic,used,Suez,1396862.39
Hyundai,Tucson,2018,98878,Petrol,Automatic,very_used,Cairo,1036546.96
Hyundai,Accent RB,2019,58021,Petrol,Manual,used,Alexandria,532798.68
Chevrolet,Aveo,2001,300000,Petrol,Automatic,used,Gharbia,105916.99
Skoda,Octavia,2015,180641,Petrol,Automatic,used,Cairo,812601.24
Kia,Cerato,2001,300000,Petrol,Manual,used,Alexandria,217633.44
Hyundai,Accent RB,2018,124845,Petrol,Automatic,used,Cairo,474874.86
Honda,CR-V,2021,55625,Petrol,Automatic,used,Ismailia,2263944.39
Kia,Cerato,2017,147925,Petrol,Automatic,used,Qalyubia,668002.03
Honda,CR-V,2014,191903,Petrol,Automatic,used,Ismailia,1339340.42
Toyota,Fortuner,2018,62104,Petrol,Automatic,used,Cairo,2445858.72
Nissan,X-Trail,2013,200929,Diesel,Automatic,used,Assiut,962838.06
Toyota,Yaris,2022,42465,Petrol,Automatic,very_used,Cairo,866949.48
Toyota,Fortuner,2014,182811,Petrol,Automatic,used,Monufia,1464351.76
Mercedes,E200,2015,165878,Petrol,Automatic,very_used,Ismailia,2672424.84
BMW,520i,2011,194218,Petrol,Automatic,very_used,Sharqia,1564207.71
Toyota,Corolla,2000,300000,Petrol,Automatic,very_used,Giza,201071.08
Toyota,Fortuner,2019,56436,Petrol,Automatic,used,Cairo,2608821.05
Toyota,Corolla,2015,180143,Petrol,Automatic,used,Suez,628425.18
BMW,320i,2015,152821,Petrol,Automatic,used,Giza,1651645.97
Kia,Sportage,2019,72526,Petrol,Manual,used,Giza,1401359.39
Skoda,Octavia,2019,93489,Petrol,Manual,used,Cairo,1044797.56
Toyota,Corolla,1999,300000,Petrol,Automatic,very_used,Giza,190204.18
Kia,Rio,2010,246946,Petrol,Automatic,very_used,Giza,265060.62
Kia,Cerato,2016,208724,Petrol,Manual,used,Gharbia,532795.89
BMW,520i,2002,300000,Petrol,Manual,used,Cairo,1002798.23
Hyundai,Tucson,2011,291804,Petrol,Automatic,very_used,Monufia,496290.44
Skoda,Kodiaq,2012,166211,Petrol,Automatic,used,Giza,1111715.44
Chevrolet,Optra,2019,106621,Petrol,Automatic,used,Suez,462780.05
Nissan,X-Trail,2019,127556,Petrol,Manual,very_used,Giza,1248614.34
MG,ZS,2008,300000,Petrol,Automatic,very_used,Giza,312119.34
Hyundai,Elantra AD,2024,3310,Diesel,Manual,used,Cairo,1099938.51
Hyundai,Accent RB,2004,276267,Petrol,Automatic,very_used,Giza,154362.52
Hyundai,Elantra AD,2009,249685,Petrol,Automatic,used,Ismailia,341680.84
Toyota,Corolla,2014,198739,Diesel,Automatic,very_used,Cairo,509295.65
Nissan,X-Trail,2008,300000,Petrol,Automatic,very_used,Monufia,512176.98
Mercedes,GLC 200,2007,300000,Petrol,Automatic,very_used,Giza,1477540.69
Toyota,Camry,2007,300000,Petrol,Automatic,used,Alexandria,675081.64
Skoda,Octavia,2021,59323,Petrol,Automatic,used,Qalyubia,1317449.52
Honda,Civic,2020,112107,Petrol,Automatic,used,Dakahlia,1121893.87
Hyundai,Elantra AD,2018,123165,Petrol,Automatic,very_used,Giza,600484.34
Hyundai,Elantra AD,2021,56081,Petrol,Automatic,used,Cairo,899857.42
Skoda,Octavia,2018,123993,Petrol,Automatic,used,Cairo,1036412.65
Nissan,Qashqai,2007,299594,Petrol,Automatic,very_used,Cairo,356447.32
Chevrolet,Captiva,2021,60509,Petrol,Automatic,used,Dakahlia,1157675.22
Chevrolet,Aveo,2008,202921,Petrol,Manual,very_used,Gharbia,153457.04
Honda,Accord,2010,255564,Petrol,Automatic,used,Cairo,843514.01
BMW,520i,2021,73151,Hybrid,Automatic,used,Cairo,4393603.05
Toyota,Corolla,2004,300000,Petrol,Manual,very_used,Cairo,231561.46
Kia,Sportage,2022,77094,Hybrid,Automatic,used,Dakahlia,1853571.86
Nissan,Qashqai,2000,300000,Diesel,Automatic,very_used,Dakahlia,267102.82
Chevrolet,Optra,2009,300000,Petrol,Manual,used,Ismailia,177796.45
Chevrolet,Optra,2023,29095,Petrol,Automatic,new,Giza,702919.36
BMW,320i,2000,300000,Petrol,Automatic,very_used,Qalyubia,511267.7
Toyota,Camry,2020,62530,Petrol,Automatic,used,Cairo,2067628.41
Skoda,Kamiq,2017,154332,Petrol,Automatic,used,Cairo,1064482.19
Nissan,X-Trail,2016,121922,Petrol,Manual,very_used,Aswan,1025346.2
MG,MG 5,2017,125919,Petrol,Automatic,very_used,Alexandria,471937.32
Kia,Cerato,2008,177586,Diesel,Manual,very_used,Cairo,346239.0
Nissan,Sunny,2021,69237,Petrol,Automatic,used,Monufia,597089.61
Honda,CR-V,2011,300000,Petrol,Automatic,used,Gharbia,916935.28
Honda,CR-V,2012,268706,Diesel,Manual,used,Giza,1011069.97
Honda,CR-V,2012,198848,Petrol,Automatic,used,Giza,1221678.8
Skoda,Kamiq,2001,300000,Petrol,Automatic,used,Monufia,330974.27
Toyota,Corolla,2006,249115,Petrol,Manual,used,Alexandria,353199.47
Nissan,X-Trail,2012,226134,Petrol,Manual,used,Giza,867837.7
Chevrolet,Optra,2008,177067,Petrol,Manual,used,Alexandria,218929.94
Toyota,Fortuner,2015,127946,Diesel,Automatic,very_used,Qalyubia,1505952.61
MG,MG 5,2017,154191,Petrol,Manual,used,Giza,506316.18
MG,RX5,2017,106879,Petrol,Automatic,very_used,Cairo,899083.27
Toyota,Corolla,1996,300000,Diesel,Manual,used,Cairo,203986.04
